date,open,close,high,low,volume,gdp_growth_pct,inflation_rate_pct,unemployment_rate_pct,interest_rate_pct,consumer_confidence,govt_debt_bln,corp_profits_bln,forex_usd_eur,forex_usd_jpy,crude_oil_price,gold_price,real_estate_index,retail_sales_bln,bankruptcy_rate_pct,ma_deals,vc_funding_bln,consumer_spending_bln,daily_volatility_pct
2002-01-14,1563.21,1612.37,1615.0700000000002,1513.96,502958763,7.65,0.88,6.33,2.6,91,5238,3875,0.98,141.02,102.89,890.56,492.25,5390,2.91,46,33.75,3608,6.4681008949533405
2002-01-16,4125.29,4144.47,4169.71,4117.06,454655079,-1.09,8.52,12.13,6.83,77,17988,4455,1.33,143.48,128.99,2278.88,324.55,6757,7.36,34,20.47,7612,1.2762739104402268
2002-01-18,1587.85,1635.85,1641.04,1585.7099999999998,101468847,0.62,6.99,11.82,8.12,74,21273,2763,1.47,143.2,130.94,1326.04,134.5,5834,7.81,5,50.87,11726,3.4845860755109213
2002-01-21,2552.66,2527.02,2583.15,2500.35,164868491,4.82,9.58,9.87,9.86,107,13534,4891,1.22,145.08,105.79,1470.51,393.29,4077,6.25,29,53.06,14924,3.2436752250593575
2002-01-23,2039.62,2000.32,2052.19,1963.48,773311104,1.48,7.74,13.49,6.62,85,1232,297,1.27,143.59,119.24,2249.53,495.59,4249,7.24,41,77.02,7802,4.349339582863477
2002-01-26,2162.02,2150.3,2204.75,2124.9100000000003,402651969,6.34,7.43,13.96,8.0,63,20563,2226,1.27,87.65,128.35,1145.39,159.73,4611,0.62,38,43.39,12464,3.6928428044143757
2002-01-30,1248.81,1229.85,1273.4,1204.39,53102474,-1.97,5.35,12.6,9.86,92,4199,4879,1.42,139.11,27.46,2426.23,207.46,3963,0.1,47,41.41,9054,5.526060809891016
2002-01-31,1589.21,1615.42,1616.4,1554.5,125720628,-2.68,7.77,2.8,8.1,106,5681,4327,0.95,129.31,106.14,2373.11,169.36,217,1.55,35,36.83,999,3.8950170210356148
2002-02-01,1031.37,1074.9899999999998,1108.5599999999995,1025.78,784748778,2.23,5.81,5.21,8.75,97,28068,2224,1.44,122.29,119.38,1548.18,276.89,2627,9.32,40,14.33,2790,8.02621755529049
2002-02-03,2790.69,2758.17,2835.62,2745.74,525173095,9.23,7.34,13.69,2.27,93,9053,3871,1.12,86.26,120.22,1090.71,231.96,3861,2.36,10,82.82,5256,3.2207088569493605
2002-02-06,3118.64,3093.92,3158.24,3081.07,241998427,2.9,9.02,4.28,4.27,51,13468,2698,1.32,140.73,90.19,1742.97,234.85,9750,1.77,0,66.16,3944,2.4744760536644055
2002-02-07,1967.57,1924.3,1973.93,1921.69,774357805,2.74,5.46,14.59,3.01,80,10584,4535,1.07,130.03,34.14,1746.3,122.06,5336,3.71,7,3.11,5772,2.655051662710857
2002-02-10,1304.96,1318.28,1331.02,1304.54,235422207,-4.39,4.45,10.59,6.69,107,18356,4187,0.88,125.01,33.1,1710.47,393.18,9340,7.6,2,59.74,13749,2.0291809710642488
2002-02-11,2098.82,2120.9300000000003,2134.09,2093.3,972632382,5.08,5.08,5.16,5.1,60,17990,757,1.34,115.09,79.72,954.65,305.32,6330,5.64,26,88.19,14507,1.9434729991137858
2002-02-13,2838.66,2860.6,2881.17,2827.6,473696360,-4.74,4.49,2.14,8.61,94,16317,1799,1.37,122.19,142.27,2468.21,313.64,7522,5.09,47,22.91,10241,1.8871580252654478
2002-02-16,1175.6,1188.28,1236.96,1169.23,966337878,4.25,1.27,8.34,4.65,108,8772,4524,1.46,92.52,145.95,972.38,313.43,9397,0.31,38,48.48,1568,5.761313371895205
2002-02-18,2782.17,2814.4700000000003,2853.11,2739.27,486554767,1.2,9.96,8.43,3.97,67,16168,4635,1.36,99.82,68.06,2109.68,184.74,3093,6.3,10,15.89,10795,4.09177009312875
2002-02-19,1836.74,1810.24,1853.69,1776.34,250102324,2.24,5.96,7.35,4.12,100,28044,3726,1.27,119.92,36.73,1979.8,449.72,8822,0.67,44,81.08,5218,4.211265611899351
2002-02-20,1199.92,1215.15,1222.3000000000002,1185.12,551956082,1.89,7.86,13.57,6.71,110,7406,4077,1.02,88.79,141.35,1793.21,148.27,4962,4.1,10,2.15,12506,3.0985399026602014
2002-02-24,4415.14,4366.83,4443.46,4333.5,334803748,3.73,7.24,3.97,5.38,105,3488,1037,0.93,127.16,90.96,1999.88,154.16,1174,1.51,23,17.29,4162,2.4905212518742332
2002-02-25,1967.91,2008.87,2032.46,1924.37,942637781,6.94,5.0,2.61,6.63,88,7704,1389,0.87,114.85,34.29,1441.17,374.92,7628,3.75,18,49.43,8872,5.492629236093121
2002-02-27,1787.7,1819.67,1856.28,1758.75,848346825,1.81,7.13,5.05,7.11,77,22660,2250,1.01,114.66,135.67,2246.56,380.48,3882,6.52,39,51.89,7201,5.455613357945962
2002-03-01,4979.28,4950.42,5012.69,4918.34,864677896,8.44,2.72,5.19,3.91,111,2861,4861,1.17,99.71,55.05,1005.04,325.02,4121,8.84,16,89.24,3060,1.894852267797743
2002-03-03,4924.57,4940.86,4943.75,4924.29,165666861,-2.01,2.92,9.2,9.19,70,16986,2182,1.43,94.18,29.92,2154.14,239.46,4283,0.99,34,8.36,14274,0.39516140495515417
2002-03-04,3278.16,3324.7,3331.73,3228.56,161877070,2.44,5.08,3.01,4.55,65,15274,1504,1.3,104.58,79.02,2398.0,173.88,7569,1.26,11,32.1,12479,3.1471923274031797
2002-03-06,2747.98,2748.27,2770.13,2724.47,428184301,-0.16,5.68,12.29,0.82,114,1246,2031,0.83,135.0,128.96,1470.16,151.88,7291,8.44,38,10.08,1788,1.6615841454450289
2002-03-07,3374.24,3403.75,3423.93,3330.64,573448345,4.78,0.53,3.06,4.43,54,14873,1985,1.3,106.15,26.38,1228.37,371.89,2324,4.6,12,71.63,2515,2.764770733557778
2002-03-19,1646.69,1694.8300000000002,1733.2200000000005,1644.1,633634037,5.72,1.25,3.19,0.53,74,11228,398,1.17,94.38,118.49,1461.94,335.38,3701,4.51,36,61.42,1056,5.4120690597502
2002-03-21,3873.32,3864.94,3879.47,3859.67,91540747,5.25,4.57,2.66,1.81,84,8237,144,1.21,131.94,71.63,1746.47,356.2,2100,5.65,40,49.44,4120,0.5111893672611538
2002-03-25,1650.8,1628.95,1668.11,1620.87,728694621,3.95,6.7,5.99,6.4,72,2289,4494,0.93,105.74,147.37,2493.11,174.44,5333,1.24,43,21.12,1555,2.861642839835232
2002-03-26,3260.34,3217.3500000000004,3293.07,3205.32,185241256,-0.64,9.38,8.91,4.32,110,26840,3652,1.17,138.7,123.53,1896.04,250.7,2464,9.25,5,88.54,13158,2.6914370893833155
2002-03-31,2428.12,2427.79,2445.23,2412.31,826079326,4.92,7.75,13.7,3.16,63,29758,616,1.2,85.12,112.39,1590.08,459.81,1898,2.36,2,68.6,11563,1.3557814276065463
2002-04-01,4704.78,4739.07,4743.259999999999,4658.67,457540906,5.43,4.43,11.43,2.57,101,28073,2301,1.42,92.64,99.62,1921.97,365.34,646,1.33,12,46.91,14063,1.7979586718188574
2002-04-19,4044.03,4054.46,4100.47,4039.36,723373906,-3.88,5.65,12.03,2.91,96,5524,1322,0.86,107.44,128.73,2317.12,280.95,6008,3.97,35,2.25,633,1.5111163863769588
2002-04-21,2569.83,2561.57,2598.5,2560.96,618799566,5.12,0.79,5.57,8.44,55,14255,1533,0.83,136.01,24.77,1090.91,406.93,4792,2.45,11,41.27,2795,1.4607970177015586
2002-04-27,4150.2,4121.349999999999,4196.86,4076.2,735697498,-2.46,7.16,12.57,4.51,58,11854,2727,1.19,131.39,26.64,1074.34,224.56,926,5.81,6,41.8,9867,2.9073297672401295
2002-04-28,2004.01,2027.61,2060.47,1963.31,951460054,5.46,6.11,6.39,4.52,80,11791,2635,1.16,98.21,97.67,2315.95,410.79,4103,0.22,1,81.61,9406,4.848279200203585
2002-04-29,3256.3,3238.3,3278.25,3222.59,475296110,-1.63,8.53,14.53,7.72,92,29630,2372,1.06,120.72,63.43,921.62,267.17,8581,2.57,2,65.46,11003,1.7093019684918422
2002-05-01,3626.52,3592.77,3672.53,3578.37,138496843,2.22,8.85,11.99,1.4,100,18292,4904,0.88,145.16,43.73,1746.78,141.6,4697,6.87,47,22.77,5295,2.5964285320362306
2002-05-03,1766.37,1801.53,1802.98,1722.33,692239923,5.94,4.01,6.41,7.74,73,719,1884,1.42,130.94,33.58,2128.63,182.3,8945,0.36,26,95.59,1776,4.565861059687387
2002-05-04,4672.96,4709.34,4743.83,4635.08,838648449,-1.44,4.05,10.43,7.97,64,6907,2044,1.34,99.42,126.81,838.12,281.39,3230,5.37,21,84.71,2635,2.327218722180374
2002-05-07,1883.41,1847.8,1894.12,1821.2000000000005,580621779,-0.73,1.39,13.26,8.65,78,14091,3724,1.13,86.26,36.31,1026.69,166.87,3208,2.84,16,49.1,10215,3.871700798020579
2002-05-09,1144.08,1096.08,1172.79,1056.47,87030204,7.23,3.19,12.61,4.54,103,3739,866,1.07,90.7,109.97,2190.42,262.59,8758,6.02,6,47.11,4772,10.167121180337034
2002-05-16,3320.36,3314.63,3355.1200000000003,3308.12,286007631,6.85,1.24,7.12,1.35,80,7357,2639,1.38,94.55,91.56,1860.98,266.76,2760,0.43,49,44.1,10381,1.4155091616571833
2002-05-22,4785.83,4759.5,4792.53,4739.6,741132708,2.66,1.79,11.27,4.87,113,2512,3948,0.91,118.94,105.14,1684.09,256.77,9237,0.4,33,33.8,7612,1.105973258557019
2002-05-26,2905.34,2881.17,2910.9700000000003,2834.33,72828429,-2.52,9.82,5.77,1.72,105,24550,2271,1.04,144.97,121.63,1861.78,104.48,4925,2.5,38,41.92,7260,2.637901243916386
2002-05-28,1818.72,1835.65,1852.3,1797.39,734194834,-0.25,3.15,11.72,4.57,109,6812,4248,0.9,115.3,147.33,1049.29,412.5,9914,5.51,25,11.04,4568,3.019156329726393
2002-06-01,4420.12,4432.8,4454.95,4409.29,483117061,-3.16,9.15,14.68,3.12,107,5151,4921,1.35,119.64,149.6,1241.15,332.59,9907,9.55,15,35.46,3448,1.0330036288607518
2002-06-02,1828.3,1814.17,1830.01,1805.68,65683707,-0.56,4.19,14.38,8.1,52,852,1513,1.46,91.53,31.5,1557.96,201.04,3248,8.74,11,83.76,7833,1.3307444073729655
2002-06-05,4763.14,4761.7300000000005,4797.63,4756.18,104390369,5.71,4.35,3.42,4.5,111,4878,2269,1.27,102.37,149.54,1354.48,315.8,7748,2.08,41,27.82,9925,0.8702242638259596
2002-06-07,2637.65,2679.33,2714.24,2622.76,708879217,1.41,3.85,13.47,3.1,82,28912,2825,1.31,98.46,69.41,940.13,463.79,5358,6.46,24,27.95,13374,3.4682387731503255
2002-06-09,4343.3,4338.41,4348.28,4318.51,960406350,0.54,0.01,10.07,3.44,97,21435,4114,1.13,142.27,147.63,1566.5,215.96,6357,9.16,10,42.17,2908,0.685423525890441
2002-06-10,2328.76,2350.63,2364.25,2295.03,599733220,3.88,8.04,10.66,7.58,102,3506,4695,1.42,110.02,140.15,2014.83,245.7,8187,7.77,17,33.54,209,2.9723973273329927
2002-06-11,3774.47,3783.09,3824.68,3771.69,53243598,0.26,8.89,12.16,0.95,90,1504,173,1.41,132.7,124.59,1854.52,122.11,6203,4.19,35,78.74,10536,1.4039057139147957
2002-06-15,4503.53,4478.11,4510.53,4463.32,346815999,1.6,2.69,6.74,3.74,85,2578,3232,0.84,146.03,55.72,2359.83,101.08,9738,8.6,22,97.39,1048,1.0482887867961364
2002-06-18,2700.91,2746.14,2749.89,2666.32,557588767,8.09,6.81,8.24,2.41,105,28840,3902,1.01,144.5,53.63,1755.58,201.04,4410,1.07,46,41.29,11815,3.094142344617174
2002-06-20,1511.47,1524.62,1542.87,1508.22,208027054,2.21,8.45,6.52,9.6,71,3596,2317,1.38,95.02,117.43,1102.79,259.79,2637,6.36,46,1.6,8398,2.2924702441993463
2002-06-22,1000.05,962.99,1039.08,928.93,740909142,5.8,2.2,4.91,4.21,73,2944,2179,1.09,134.75,103.72,1582.8,400.16,8631,1.08,1,55.36,5363,11.014449277536121
2002-06-24,3090.04,3049.95,3120.38,3014.86,667689642,-2.33,8.95,7.93,5.49,54,19867,3087,1.43,111.63,91.22,927.86,320.77,3837,3.75,49,57.64,9084,3.414842526310338
2002-06-30,1921.67,1912.3,1958.28,1865.9700000000005,901822125,1.59,6.07,10.57,2.58,60,13556,3076,1.16,121.19,141.59,1078.95,121.62,7627,1.46,41,2.3,8706,4.8036343388823
2002-07-01,1005.9,1048.56,1087.41,975.73,337333351,5.2,2.91,11.31,8.98,89,11362,1348,0.91,129.55,25.11,2019.85,315.01,267,0.25,48,87.67,8068,11.102495277860628
2002-07-03,4867.38,4859.27,4878.16,4813.290000000001,516602221,9.42,5.52,11.89,6.48,53,8687,4935,1.31,86.79,65.05,1810.62,161.59,7148,8.8,7,58.26,6623,1.332749857212689
2002-07-04,1897.17,1898.9,1903.09,1851.42,453954299,6.25,7.9,4.32,2.53,51,26790,4464,0.8,128.22,104.01,1220.85,304.06,7215,8.61,36,88.32,8488,2.723530310936808
2002-07-06,3967.59,4016.05,4041.75,3923.89,309805650,-0.26,3.44,14.23,4.14,72,3470,3542,0.91,107.32,104.93,1493.51,408.84,3391,1.47,7,41.26,8071,2.9705690356110415
2002-07-16,4226.77,4254.450000000001,4284.130000000001,4226.56,413327215,6.38,1.05,7.93,6.72,90,25185,1568,1.22,131.95,99.29,1068.85,197.22,3226,4.02,36,5.74,11338,1.3620329471440513
2002-07-28,4808.89,4782.79,4828.35,4778.12,815081780,9.2,9.32,12.58,1.55,68,20512,1142,1.39,122.8,50.68,1753.54,404.81,9475,5.06,4,94.73,8200,1.044523788233885
2002-08-04,1410.06,1394.22,1453.26,1352.91,784618578,6.45,1.19,9.12,1.21,63,18085,640,1.28,108.13,110.8,1779.92,427.41,6165,7.29,22,82.02,346,7.11671843751329
2002-08-06,3035.56,2986.27,3082.1,2972.65,312373166,2.65,1.86,11.27,3.53,97,14573,4901,1.35,138.97,144.64,2474.48,426.46,1337,2.81,16,38.35,7706,3.6055950137701056
2002-08-09,4310.03,4274.69,4323.759999999999,4225.02,31780426,2.86,3.68,2.5,3.19,66,22887,1788,0.94,114.24,54.69,2055.65,338.2,2277,5.98,29,66.45,13714,2.290935329916471
2002-08-10,3788.84,3754.81,3830.04,3748.23,775363109,4.12,7.24,2.35,4.72,87,510,954,1.25,89.8,133.22,1221.9,203.46,5581,0.75,28,6.95,7887,2.1592360722543034
2002-08-15,3915.92,3896.81,3948.17,3862.89,620207361,8.44,8.46,9.05,2.5,53,18385,3040,1.15,148.75,86.09,1670.49,470.77,5467,6.38,47,61.43,9664,2.1777768698032696
2002-08-16,4446.76,4433.63,4489.33,4385.93,468830979,6.17,4.55,10.61,3.59,82,25204,1507,1.21,106.41,113.66,1331.96,429.24,9528,7.88,38,43.07,3407,2.3252885246786343
2002-08-17,2096.29,2123.26,2153.72,2070.74,731603505,-3.42,7.75,5.62,0.7,59,8405,920,1.13,81.11,124.11,1479.64,298.04,1533,0.68,39,90.14,6877,3.9584217832456394
2002-08-18,4228.28,4259.37,4302.03,4182.59,949435803,9.73,1.93,6.18,1.53,85,4103,3774,0.83,116.49,133.35,894.9,275.21,1956,0.03,47,32.9,3982,2.8247892760176625
2002-08-21,2342.44,2333.09,2364.9700000000003,2317.6000000000004,687354343,-4.28,3.48,8.16,6.23,57,6188,4167,0.88,114.83,101.76,2353.79,169.06,5063,8.87,26,60.56,5118,2.022250303102743
2002-08-22,4914.1,4941.280000000001,4941.860000000001,4904.29,886876484,2.57,2.26,8.73,9.98,76,7893,3387,0.86,132.74,39.72,1589.12,113.01,1595,1.85,22,98.91,11332,0.7645347062534464
2002-08-29,2522.07,2551.2000000000003,2557.0200000000004,2517.32,255295291,-2.56,8.33,6.26,1.58,75,26903,3546,1.09,139.57,62.35,1237.47,321.84,8234,2.26,42,15.78,6842,1.574103811551633
2002-09-01,3937.78,3972.79,3976.77,3906.65,897220629,0.47,7.54,14.73,4.37,69,13485,296,1.34,144.8,140.06,2123.29,287.51,5629,1.06,38,94.97,3780,1.7806987693573508
2002-09-02,2537.42,2516.34,2558.9,2508.4300000000003,942040104,0.7,7.52,8.46,9.16,94,12514,1133,1.34,110.85,147.0,2234.14,373.41,5180,0.16,17,17.86,13258,1.9890282255204026
2002-09-08,2750.65,2765.17,2802.91,2743.56,476911692,-2.3,9.98,13.76,1.92,116,27831,1919,1.35,130.24,134.85,2440.98,259.26,9247,4.17,14,4.32,2867,2.157671823023646
2002-09-10,3819.48,3865.52,3897.39,3792.87,328960309,4.62,7.26,11.44,3.16,76,13465,4108,1.2,140.07,56.22,872.89,201.25,1785,2.38,45,38.07,2204,2.736498162053473
2002-09-11,4268.51,4222.97,4296.18,4217.610000000001,866708810,6.61,6.93,9.93,1.01,101,19733,4782,1.07,91.32,55.45,1801.82,436.46,384,0.92,23,62.17,8362,1.8406891397700766
2002-09-12,3185.72,3150.03,3186.29,3130.44,869180618,1.04,2.04,9.54,1.7,112,21319,583,1.29,133.0,68.8,1400.9,276.16,5032,1.09,1,33.02,8788,1.7531358688145822
2002-09-13,4868.14,4819.54,4902.97,4790.08,939886996,5.84,0.59,14.96,6.29,94,28288,4012,0.93,145.28,51.72,1382.55,356.12,5611,5.99,35,71.22,12647,2.3189554942955692
2002-09-15,3019.18,3062.41,3109.54,3010.42,818586516,9.45,7.0,12.14,2.97,87,6904,4580,1.26,108.42,42.44,2367.03,173.32,1262,9.02,47,60.1,7301,3.28301061877728
2002-09-26,2160.18,2158.71,2165.58,2111.78,986317000,3.59,7.46,8.57,3.33,88,6325,3227,0.84,117.48,54.17,2189.6,265.48,2604,5.29,44,42.69,10080,2.4905331963077026
2002-10-01,3499.5,3510.81,3532.61,3460.82,729249772,9.26,7.98,5.46,7.44,56,5957,3102,0.95,91.3,85.72,1961.24,168.75,1376,9.38,35,52.22,3934,2.0514359194170586
2002-10-09,2150.53,2182.3100000000004,2200.6600000000003,2134.07,415813438,6.0,6.74,6.25,4.92,116,9041,4486,1.25,114.85,67.38,1412.26,339.83,9748,0.76,8,39.76,13507,3.0964459923832797
2002-10-14,3930.8,3894.05,3935.99,3890.42,107846820,2.34,9.11,14.81,4.72,103,17281,810,1.42,148.89,94.1,1226.8,496.22,4280,4.72,4,48.69,8006,1.1593059936908443
2002-10-20,3741.78,3777.4,3801.65,3699.03,663147863,0.23,4.06,6.08,0.78,81,29591,4931,1.45,146.88,121.05,1443.51,462.56,8300,2.53,11,39.78,5777,2.7425449919556972
2002-10-21,2329.82,2289.74,2345.1000000000004,2241.03,280827010,7.34,2.27,3.54,1.83,93,11464,2726,0.83,113.99,50.15,1815.92,325.02,7908,4.87,45,13.35,9540,4.4668686851344805
2002-10-26,3685.92,3707.92,3757.77,3663.53,47418028,2.48,6.89,11.35,5.26,101,17693,1518,1.11,119.33,73.45,1969.35,352.63,6129,9.28,26,8.9,10858,2.556756522116589
2002-10-27,3529.13,3489.25,3550.4100000000003,3473.79,671637832,9.65,9.52,2.26,9.08,86,6973,2703,0.9,139.49,127.35,897.02,113.76,4340,0.08,49,69.69,4509,2.1710733240203774
2002-10-29,2673.34,2658.9500000000003,2708.8500000000004,2642.0200000000004,31091529,0.38,8.34,4.88,2.05,90,7983,2118,1.45,121.34,68.61,1439.77,343.38,3074,5.87,8,21.09,959,2.49986907763322
2002-11-02,2105.28,2078.8500000000004,2141.26,2051.6700000000005,222566461,-4.69,4.82,8.14,7.96,112,9205,913,0.96,85.38,71.68,947.04,157.51,5422,2.94,30,9.54,2302,4.255490956072337
2002-11-06,3074.8,3111.46,3122.05,3064.46,652614935,2.67,6.85,3.03,8.81,102,21703,1609,1.08,115.11,86.31,1893.9,243.75,2397,2.41,13,86.19,7918,1.8729673474697588
2002-11-09,1453.21,1445.96,1502.01,1403.74,952236820,-1.77,8.69,3.51,1.39,54,27079,2446,1.13,117.21,48.61,1636.47,178.22,486,4.14,3,12.79,1685,6.762271110163017
2002-11-13,2690.91,2651.49,2710.77,2631.69,938542254,8.04,0.03,11.64,8.25,52,22298,1765,1.0,113.27,142.54,2319.65,369.96,7228,9.85,20,23.87,1782,2.938782790951757
2002-11-17,1821.33,1822.68,1863.64,1807.44,865213213,4.41,4.76,11.8,2.15,72,19830,1216,1.15,100.97,34.64,1670.04,409.89,5338,8.62,7,63.59,5863,3.085657184584894
2002-11-19,2074.14,2077.71,2079.75,2041.62,641335585,5.78,1.7,4.23,4.94,81,2344,4642,1.0,103.41,93.4,2394.87,114.73,1243,1.15,16,99.11,11401,1.8383522809453612
2002-11-21,3627.02,3661.84,3690.62,3589.54,773252578,3.81,8.68,14.61,5.59,98,15757,3883,1.24,99.96,142.93,1909.6,335.14,8440,4.44,45,27.44,6938,2.7868608389256178
2002-11-22,4874.15,4873.45,4921.679999999999,4847.96,599226502,-0.34,6.74,12.15,0.8,64,8059,3021,1.3,90.39,131.66,2068.47,257.12,7085,9.89,19,91.51,7793,1.512468840720933
2002-11-23,3414.55,3411.74,3457.51,3371.2000000000003,56996904,9.99,6.64,5.67,7.02,107,25068,3429,1.2,110.77,72.37,1350.24,114.43,2366,2.82,4,84.44,1839,2.52771229005286
2002-11-24,1307.92,1306.95,1319.34,1285.1,92541351,6.23,5.98,9.33,5.13,102,22570,4717,1.48,114.83,102.78,2272.65,260.77,6426,5.29,34,8.55,11448,2.6178971190898532
2002-12-02,2069.61,2099.01,2122.23,2048.19,139947011,4.39,2.61,4.02,2.97,96,20931,2613,1.28,115.96,57.78,1449.17,189.19,7571,0.38,42,42.62,397,3.5774856132314765
2002-12-03,1060.44,1059.09,1073.11,1042.5200000000002,857291740,-3.74,6.16,12.7,1.99,92,14071,3615,0.86,115.26,104.55,1839.78,401.1,9003,4.97,4,41.32,6164,2.8846516540303733
2002-12-07,3826.52,3871.45,3915.78,3803.33,787739455,-0.54,4.56,7.91,6.73,95,12945,2680,1.0,119.34,64.49,883.96,427.53,2452,7.61,15,71.47,8568,2.938701483332121
2002-12-09,2251.63,2218.52,2272.77,2211.07,616684222,3.17,8.36,4.08,0.98,90,11523,2267,1.32,120.12,144.59,1146.94,495.22,9283,7.56,32,42.25,10914,2.740237072698437
2002-12-13,4786.93,4769.240000000001,4826.14,4759.77,605282252,6.73,0.43,12.24,9.67,101,21100,4905,1.14,113.43,139.08,905.84,467.46,960,4.78,24,80.43,10458,1.3864836126703313
2002-12-15,1619.31,1624.48,1660.61,1618.11,944495569,6.74,7.18,11.72,3.12,86,25749,3248,1.0,123.04,87.85,877.78,198.94,1414,3.13,46,27.21,12670,2.624574664517603
2002-12-17,3946.14,3940.87,3963.04,3911.82,997193100,5.25,6.46,2.99,7.1,76,24618,3257,1.23,137.46,146.26,2042.36,335.58,1157,3.41,35,53.25,13547,1.2979772638578408
2002-12-18,4531.98,4578.53,4602.02,4500.7,871539221,2.22,6.87,14.09,5.6,51,8006,100,0.84,93.47,25.43,1626.31,217.36,6986,5.33,34,52.76,10753,2.235667412477562
2002-12-22,3720.45,3716.23,3727.36,3701.78,603415206,-4.17,4.67,11.3,0.91,105,7826,673,0.91,102.24,147.32,1852.14,176.69,9461,4.06,3,98.17,10369,0.6875512370815339
2002-12-23,2632.61,2658.56,2678.51,2601.24,726595377,-2.77,3.37,11.56,8.12,80,29987,1648,0.86,124.46,61.78,1350.34,278.29,7985,2.23,7,54.91,12405,2.9351100238926553
2002-12-24,1061.58,1032.1799999999998,1110.58,1003.87,126998293,3.65,6.19,14.96,5.56,92,29269,285,1.32,133.95,139.42,1553.76,292.68,1673,3.47,10,31.88,10362,10.051997965297003
2002-12-30,4359.21,4365.58,4400.69,4316.76,777400873,2.22,5.53,5.23,3.69,83,21454,1720,0.91,85.5,48.29,2005.07,381.21,7200,9.75,19,90.36,7809,1.9253488590822507
2002-12-31,1754.16,1724.66,1779.8200000000002,1693.84,470485368,6.12,3.29,4.89,3.83,116,19455,1996,1.36,138.13,38.79,2493.58,380.3,6327,3.24,31,23.84,13530,4.90149131208101
2003-01-02,4908.03,4863.259999999999,4922.48,4854.4,579423941,2.4,4.66,13.78,2.02,107,26491,1900,0.93,111.94,36.63,1018.87,107.46,4778,2.82,26,45.13,7211,1.3871145856891651
2003-01-07,3993.54,4015.81,4055.41,3980.44,297948169,-1.51,8.24,5.32,4.45,84,18117,2752,1.43,99.59,128.97,1681.41,206.08,2369,7.66,27,6.99,12660,1.8772818101233442
2003-01-09,2736.08,2776.67,2812.48,2696.22,240244891,1.62,2.08,7.05,7.98,75,5211,1286,0.99,97.83,122.59,1553.88,142.46,4428,1.97,33,10.26,3496,4.2491447618490765
2003-01-13,1036.22,994.41,1076.78,979.56,916533267,6.44,4.37,6.4,9.93,96,13339,3894,1.46,95.57,112.79,1846.07,456.52,7132,9.73,48,5.49,10162,9.382177529868176
2003-01-14,3357.82,3327.42,3368.9500000000003,3306.09,799752625,6.03,2.69,11.18,5.92,119,7199,2819,1.0,127.45,133.67,949.97,408.22,1469,0.53,45,59.62,8017,1.872047935863153
2003-01-15,3453.17,3497.55,3533.42,3443.87,502450170,7.22,7.0,12.74,1.82,107,13667,4702,1.28,111.79,86.3,2253.63,339.43,1555,1.92,24,23.55,14420,2.5932693727792198
2003-01-16,3550.75,3598.4,3645.56,3545.2,711359360,-4.52,1.26,6.5,3.09,59,8959,2326,0.85,118.86,50.4,2402.19,168.8,2365,6.4,16,17.75,14442,2.826445117228758
2003-01-21,4509.88,4530.12,4553.9,4506.05,225741600,-4.21,4.68,4.03,6.5,108,27717,4057,0.89,142.44,143.31,1189.02,230.72,813,2.08,31,82.95,2577,1.0610038404569402
2003-02-02,1324.6,1304.61,1354.65,1255.16,780869462,8.64,4.53,9.95,3.81,50,8513,261,1.3,129.58,77.48,1216.09,493.41,3014,6.18,22,38.51,7980,7.510946700890836
2003-02-03,4805.96,4771.09,4841.45,4737.58,563923205,-1.73,8.9,8.15,6.3,104,24839,798,1.12,103.63,54.41,960.02,380.95,7890,7.3,16,88.78,8741,2.1612747505181042
2003-02-07,4730.84,4734.81,4760.85,4717.13,897378103,6.92,9.71,7.18,9.74,85,2654,2305,1.45,102.97,122.79,2225.33,197.17,8548,6.02,18,23.08,7876,0.9241487769613907
2003-02-09,1801.13,1752.93,1839.96,1747.23,605875495,7.12,9.64,12.03,9.0,63,11036,2092,1.44,85.19,35.48,2166.51,288.41,2535,8.46,38,94.39,4531,5.148434593838314
2003-02-10,3467.13,3427.36,3494.74,3409.98,38892713,4.18,1.58,13.91,5.79,50,4423,1132,1.48,129.22,21.02,1164.06,306.26,1848,6.98,39,44.54,10183,2.444673260016202
2003-02-11,3971.53,3962.58,4004.58,3924.440000000001,393166381,-2.1,0.52,13.05,9.39,96,10546,3383,0.92,136.93,59.76,1796.96,431.08,8423,7.33,18,80.56,9192,2.017862133736846
2003-02-12,3951.67,3994.99,4011.14,3921.27,762025633,2.1,5.79,12.37,2.17,70,22968,3610,0.9,91.43,126.07,1694.63,155.79,2774,8.08,7,28.89,7944,2.2742283642105714
2003-02-15,2484.45,2481.09,2504.7,2451.0199999999995,944366139,1.41,2.12,11.76,8.89,65,4290,1933,1.11,108.76,118.88,1157.24,475.61,9094,7.74,17,52.0,10888,2.1606391756726957
2003-02-20,2473.8,2440.61,2494.3500000000004,2408.19,9653210,8.83,9.75,13.93,6.23,110,1773,2561,0.92,130.27,82.21,2064.67,440.88,2652,8.52,32,72.31,3421,3.4829008003880793
2003-02-23,4149.55,4162.06,4182.52,4143.08,287267276,7.05,3.27,14.3,8.35,51,27180,671,1.03,149.73,28.6,2227.89,369.03,6523,1.21,4,4.14,2699,0.9504645081996965
